gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,0.9859154929577465,1,0,0.72,0.7369028386798985,1,0,0,1,1,1,1,1,1,0,1,0,0,0
1,0,1,0,0.8732394366197184,1,1,0.6300000000000001,0.570851603969536,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1,1,1,0,0.6056338028169015,1,1,0.6699999999999999,0.42141703207939074,0,1,0,1,1,0,1,0,0,0,0,0,1,0
1,0,0,0,0.4084507042253521,0,1,0.22000000000000003,0.13489499192245558,0,0,0,0,0,0,1,0,1,1,0,1,0,0
0,0,1,0,0.7746478873239437,1,1,0.07,0.15105008077544427,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0.014084507042253521,1,1,0.35000000000000003,0.010385414262635588,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0.6338028169014085,1,1,0.020000000000000018,0.09543041772444034,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0.7183098591549296,1,1,0.6699999999999999,0.5126932840987768,1,0,0,1,1,0,1,1,1,0,1,0,0,1
0,0,0,0,0.04225352112676056,0,1,0.26,0.018001384721901686,0,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0,1,0,0.9577464788732395,1,1,0.6599999999999999,0.6762058619893838,0,0,0,1,1,1,1,1,1,0,1,0,0,1
0,0,1,1,0.5070422535211268,1,0,0.010000000000000009,0.08169859219939997,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0.9577464788732395,1,0,0.77,0.749249942303254,1,1,0,0,1,1,0,1,0,1,0,1,0,0
0,0,1,1,0.33802816901408456,1,0,0.42,0.15993537964458807,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1.0,1,0,0.06,0.20297715208862221,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0.0,1,1,0.5800000000000001,0.006692822524809601,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.08450704225352114,1,1,0.010000000000000009,0.017309023771059313,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.056338028169014086,1,1,0.6200000000000001,0.03900300023078698,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,0,0.09859154929577466,1,1,0.6200000000000001,0.07096699746134319,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,1.0,1,0,0.46,0.5425801984768058,1,0,0,1,1,1,0,0,0,0,1,1,0,0
1,0,0,1,0.35211267605633806,1,1,0.8700000000000001,0.31121624740364645,0,1,0,0,1,1,1,1,1,0,1,0,1,0
0,1,0,0,0.33802816901408456,1,0,0.8700000000000001,0.3042926378952227,1,1,0,0,1,1,0,1,1,0,0,0,0,1
1,0,1,1,0.5352112676056339,1,0,0.010000000000000009,0.08527579044541889,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.19718309859154928,1,0,0.010000000000000009,0.03484883452573275,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.0,1,1,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0.08450704225352114,1,1,0.77,0.07223632587122088,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0.056338028169014086,0,0,0.27,0.022617124394184167,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,0,1,1,0.943661971830986,1,1,0.6500000000000001,0.6539349180706208,1,1,0,0,0,0,0,1,0,1,0,0,1,0
1,0,0,0,0.8873239436619719,1,1,0.8200000000000001,0.7195938149088391,1,1,0,0,0,1,0,1,1,1,0,1,0,0
1,0,0,0,0.5492957746478874,1,0,0.47000000000000003,0.29633048696053543,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1,1,0,0,0.08450704225352114,1,1,0.6599999999999999,0.0681975536579737,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.08450704225352114,1,0,0.010000000000000009,0.01788599123009462,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1.0,1,0,0.7,0.7320563120240018,1,0,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,1,0.971830985915493,1,1,0.8800000000000001,0.851488576044311,1,1,0,0,1,1,0,1,1,1,0,0,1,0
0,0,1,1,0.16901408450704225,1,1,0.31,0.06565889683821834,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.7323943661971831,1,0,0.010000000000000009,0.11412416339718441,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0.09859154929577466,1,0,0.010000000000000009,0.015924301869374567,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0.5492957746478874,1,1,0.8300000000000001,0.47253634894991925,1,1,0,0,1,0,0,1,1,0,0,0,1,0
1,0,1,1,0.6619718309859155,1,0,0.020000000000000018,0.10581583198707593,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0.014084507042253521,1,0,0.020000000000000018,0.0027694438033694898,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.0,1,0,0.6000000000000001,0.006923609508423726,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0.295774647887324,1,1,0.6200000000000001,0.20447726748211403,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.18309859154929578,1,1,0.73,0.14804984998846066,1,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,0.15492957746478872,1,1,0.41,0.08181398569120703,0,0,0,0,0,0,1,1,0,1,0,0,1,0
1,0,0,0,0.46478873239436624,1,1,0.46,0.23886452804061853,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0,0,0,1,0.02816901408450704,1,0,0.020000000000000018,0.004846526655896607,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1.0,1,0,0.74,0.7410570043849527,1,0,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,0,0.647887323943662,1,1,0.6699999999999999,0.46468959150703903,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.33802816901408456,1,1,0.6100000000000001,0.230440803138703,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1,0,1,1,1.0,0,1,0.47000000000000003,0.5499653819524578,0,0,0,1,1,1,1,1,1,0,1,1,0,0
1,0,0,0,0.5070422535211268,1,1,0.6000000000000001,0.34133394876528966,1,0,0,1,1,1,1,1,0,0,0,1,0,0
1,0,1,1,0.9014084507042254,1,1,0.81,0.7382875605815832,1,1,0,1,1,0,1,1,0,0,1,1,0,0
0,1,0,0,0.2112676056338028,1,0,0.51,0.11827832910223865,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.1267605633802817,1,0,0.5700000000000001,0.08862220170782369,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.0,1,1,0.9600000000000002,0.9318024463420262,1,1,0,1,1,1,1,1,1,0,1,0,1,0
0,0,1,1,0.8309859154929577,1,1,0.9200000000000002,0.7579044541887837,1,1,0,1,0,1,1,1,1,0,1,0,1,0
0,0,1,1,0.9859154929577465,1,0,0.72,0.7277867528271406,1,0,0,1,1,1,1,1,1,0,1,0,1,0
0,1,0,0,0.5633802816901409,1,1,0.8,0.48107546734364187,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0,0,1,0,0.0,1,1,0.6599999999999999,0.007615970459266097,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0.22535211267605634,1,1,0.76,0.1845141933994923,1,1,0,1,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0.1267605633802817,1,1,0.8,0.11758596815139627,1,1,0,0,0,1,0,1,1,0,0,0,1,0
1,0,0,0,0.0,1,1,0.3,0.003461804754211863,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0.5633802816901409,1,1,0.8300000000000001,0.4514193399492269,1,1,0,1,1,1,0,0,1,1,0,0,0,0
1,0,1,0,0.9295774647887325,1,1,0.020000000000000018,0.15105008077544427,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,0.02816901408450704,1,0,0.010000000000000009,0.004846526655896607,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0.8873239436619719,1,1,0.5800000000000001,0.5538887606738979,1,0,0,0,1,1,1,1,0,0,1,0,0,0
1,0,0,1,0.23943661971830985,1,0,0.020000000000000018,0.0429263789522271,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,0.6901408450704226,1,1,0.77,0.5619663051003924,1,1,0,0,1,1,0,1,0,0,0,0,1,0
0,0,1,0,0.7887323943661972,1,1,0.41,0.3960304638818371,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,0,0,0,0.04225352112676056,1,1,0.28,0.020193861066235864,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.04225352112676056,1,1,0.42,0.029309946918993766,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1,1,0,0,0.16901408450704225,1,1,0.36000000000000004,0.08227555965843528,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,1,1,0.09859154929577466,1,0,0.010000000000000009,0.021117009000692362,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.1267605633802817,1,1,0.03,0.023540272328640664,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0.3802816901408451,1,0,0.46,0.2133625663512578,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1,0,0,1,0.16901408450704225,1,0,0.35000000000000003,0.08077544426494347,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,1,1,1.0,1,1,0.98,0.9837295176552042,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,0,0,0.33802816901408456,1,1,0.6599999999999999,0.23886452804061853,1,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,1,0.7183098591549296,1,0,0.010000000000000009,0.1168936072005539,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,1,0.3098591549295775,1,1,0.51,0.18855296561273946,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1,0,1,0,0.971830985915493,1,1,0.9200000000000002,0.8924532656358182,1,1,0,0,1,1,1,1,1,0,1,0,1,0
0,0,0,0,0.0,1,1,0.5700000000000001,0.006577429033002539,0,0,0,0,0,1,1,1,1,0,0,0,1,0
0,0,0,0,0.3943661971830986,0,0,0.16000000000000003,0.11377798292176322,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,0.7746478873239437,1,1,0.6699999999999999,0.5635818139856912,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0.7323943661971831,1,1,0.8,0.5920840064620355,1,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,1,0.5352112676056339,1,1,0.6799999999999999,0.3747980613893377,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.49295774647887325,1,1,0.8600000000000001,0.4230325409646896,1,1,0,1,0,1,0,1,1,0,0,1,0,0
1,1,1,0,1.0,1,1,0.71,0.7707131317793676,1,0,0,1,1,1,1,1,1,0,1,0,0,0
1,0,0,0,0.0,1,1,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0.8873239436619719,1,1,0.9100000000000001,0.7757904454188783,1,1,0,0,1,1,1,1,1,0,1,1,0,0
1,0,1,1,0.8732394366197184,1,0,0.020000000000000018,0.13743364874221095,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0.0,1,1,0.51,0.005885068082160166,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.7887323943661972,0,1,0.21000000000000002,0.24151857835218096,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.33802816901408456,1,0,0.56,0.21290099238402957,0,0,0,1,1,1,1,1,0,1,0,0,0,1
0,0,1,0,0.2112676056338028,1,1,0.5700000000000001,0.13512577890606972,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.7605633802816901,1,0,0.020000000000000018,0.12335564274174937,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0.26760563380281693,1,1,0.6699999999999999,0.1972074774982691,1,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0.46478873239436624,1,1,0.8800000000000001,0.40745441957073625,1,1,0,0,1,1,0,1,1,0,0,0,1,0
1,0,0,0,0.02816901408450704,1,1,0.36000000000000004,0.014078006000461574,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,0,0.9295774647887325,1,1,0.42,0.4732287099007616,0,0,0,1,1,0,1,0,0,1,0,0,0,0
1,0,0,0,0.0,0,0,0.07,0.0008077544426494348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0.5915492957746479,1,0,0.48000000000000004,0.3333717978306024,1,0,0,1,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0.11267605633802817,1,1,0.26,0.0444264943457189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.35211267605633806,1,1,0.36000000000000004,0.16016616662820218,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1,0,0,0,0.04225352112676056,1,1,0.52,0.0286175859681514,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.8450704225352113,0,0,0.25,0.3090237710593123,0,0,0,1,1,1,1,0,0,1,0,1,0,0
1,1,0,0,0.9859154929577465,1,0,0.8600000000000001,0.8533348719132241,1,1,0,0,0,1,0,1,1,0,1,0,0,0
0,1,1,0,0.9014084507042254,1,1,0.8600000000000001,0.7569813062543272,1,1,0,0,1,1,0,1,1,0,0,0,1,0
1,0,0,0,0.19718309859154928,1,0,0.3,0.07073621047772906,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.11267605633802817,1,1,0.6699999999999999,0.089199169166859,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0.323943661971831,1,1,0.8,0.2756750519270713,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0,0,1,1,1.0,1,1,0.69,0.7437110546965151,1,0,0,1,1,1,1,1,1,0,1,0,0,0
1,0,0,1,0.9295774647887325,1,1,0.8800000000000001,0.8338333717978306,1,1,0,0,1,0,1,1,1,1,0,0,0,0
1,0,0,0,0.07042253521126761,1,1,0.6100000000000001,0.048003692591737826,1,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0.8169014084507042,1,1,0.6400000000000001,0.5636972074774983,0,1,0,1,1,1,0,0,0,1,0,1,0,0
1,0,1,0,0.23943661971830985,1,0,0.020000000000000018,0.04061850911608585,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.323943661971831,1,0,0.07,0.06173551811677821,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,1,0.28169014084507044,1,0,0.8600000000000001,0.2468266789753058,1,1,0,0,1,1,0,1,1,0,0,0,1,0
1,0,0,0,0.323943661971831,1,1,0.76,0.26136625894299564,0,1,0,1,0,0,0,1,1,0,0,0,1,0
0,0,1,1,0.8309859154929577,1,0,0.72,0.6271636279713824,0,1,0,0,1,1,0,1,0,1,0,0,1,0
1,0,1,0,0.8169014084507042,1,0,0.0,0.11989383798753751,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0.6338028169014085,1,0,0.010000000000000009,0.1025848142164782,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,1,1,0.1267605633802817,1,1,0.47000000000000003,0.07408262174013386,0,0,0,0,1,1,0,0,1,1,0,0,0,1
0,1,1,0,0.676056338028169,1,0,0.72,0.5226171243941842,1,1,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,0.4084507042253521,1,1,0.81,0.3402954073390261,1,1,0,0,1,0,0,1,1,0,0,0,1,0
0,0,1,0,0.6901408450704226,1,1,0.8,0.5585045003461805,1,1,0,0,1,0,0,1,1,1,0,0,1,0
1,0,0,0,0.36619718309859156,1,1,0.77,0.297369028386799,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,1,0,0.676056338028169,1,0,0.020000000000000018,0.11700900069236096,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0.04225352112676056,1,1,0.7,0.04084929609969998,1,1,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,1.0,1,1,0.010000000000000009,0.16108931456265868,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0.4366197183098592,1,0,0.010000000000000009,0.06992845603507963,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0.295774647887324,1,0,0.6500000000000001,0.2055158089083776,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.22535211267605634,1,1,0.8600000000000001,0.1990537733671821,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1,1,1,0,0.46478873239436624,1,0,0.46,0.24094161089314564,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1,1,0,0,0.014084507042253521,1,1,0.5700000000000001,0.01615508885298869,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.014084507042253521,1,0,0.31,0.009116085852757905,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0.971830985915493,1,0,0.6100000000000001,0.635818139856912,1,0,0,1,1,1,1,1,0,1,0,0,0,0
1,0,1,1,0.9295774647887325,1,1,0.51,0.5304638818370644,1,0,0,0,0,1,1,0,1,0,1,0,0,0
0,1,1,0,0.676056338028169,1,0,0.31,0.2746365105008078,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,1,1,0.014084507042253521,1,1,0.53,0.013501038541426265,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.971830985915493,1,0,0.6100000000000001,0.6428571428571428,0,0,0,1,0,1,1,1,1,0,1,0,0,0
0,0,0,0,0.11267605633802817,1,1,0.26,0.038079852296330485,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.4084507042253521,1,0,0.6699999999999999,0.2874451880913917,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0.7323943661971831,1,0,0.020000000000000018,0.13016385875836603,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0.014084507042253521,0,1,0.06,0.0033464112624048007,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.26760563380281693,1,0,0.010000000000000009,0.04581121624740365,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0.971830985915493,1,1,0.8700000000000001,0.8281790906992845,1,1,0,0,1,0,1,1,1,1,0,0,0,0
1,0,0,0,0.02816901408450704,1,1,0.52,0.024348026771290103,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.295774647887324,1,1,0.49000000000000005,0.17609046849757676,0,0,0,1,0,1,1,1,0,1,0,0,0,0
1,0,0,0,0.49295774647887325,1,1,0.76,0.40930071543964924,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,1,0,0.7887323943661972,0,1,0.39999999999999997,0.3945303484883453,0,0,0,1,1,1,0,1,1,0,0,0,0,0
1,0,0,0,0.0,0,0,0.12,0.0013847219016847449,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0.1267605633802817,1,1,0.6100000000000001,0.09681513962612509,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,1,0.9295774647887325,1,1,0.51,0.5348488345257327,1,0,0,1,1,1,1,0,0,1,0,1,0,0
1,0,0,0,0.647887323943662,1,1,0.8800000000000001,0.5895453496422801,1,1,0,0,1,1,0,1,1,0,0,0,1,0
1,0,1,0,0.3802816901408451,1,0,0.71,0.27867528271405495,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,1,0,0,0.22535211267605634,1,1,0.6400000000000001,0.16755135010385416,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0.0,1,1,0.32,0.003692591737825987,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.02816901408450704,1,1,0.37000000000000005,0.020540041541657054,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.02816901408450704,1,0,0.5700000000000001,0.02204015693514886,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.3943661971830986,0,1,0.12,0.09669974613431803,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,0.07042253521126761,1,1,0.6100000000000001,0.05527348257558274,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,0.647887323943662,1,1,0.48000000000000004,0.34652665589660747,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,0.04225352112676056,1,1,0.72,0.04038772213247173,1,1,0,0,1,0,0,0,1,0,0,0,1,0
0,1,0,0,0.4084507042253521,1,1,0.72,0.297369028386799,1,1,0,1,0,0,0,0,1,0,0,1,0,0
0,0,1,1,0.0,1,0,0.56,0.006462035541195477,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,0.014084507042253521,1,1,0.8600000000000001,0.025848142164781908,1,1,0,0,0,1,1,1,1,0,0,0,1,0
0,0,1,1,0.7605633802816901,1,0,0.010000000000000009,0.11631663974151858,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0.14084507042253522,0,1,0.23000000000000004,0.052157858296792065,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0,0,1,1,0.5492957746478874,0,0,0.42,0.2804061850911609,0,0,0,0,1,1,1,1,1,1,0,0,0,1
1,0,0,1,0.5492957746478874,1,1,0.46,0.28179090699284565,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,1,1,0,0.49295774647887325,1,1,0.6599999999999999,0.34652665589660747,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,0.9295774647887325,1,0,0.8400000000000001,0.8044080313870298,1,1,0,0,1,0,1,1,1,0,1,0,0,0
0,0,1,0,0.25352112676056343,1,1,0.7,0.1908608354488807,1,1,0,1,1,0,1,0,0,0,0,1,0,0
1,0,0,1,0.16901408450704225,0,0,0.12,0.0420032310177706,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,0.647887323943662,1,1,0.8200000000000001,0.5410800830833141,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0,1,1,0,0.3098591549295775,1,1,0.72,0.24221093930302331,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1,0,0,0,0.4084507042253521,1,1,0.76,0.30233094853450265,0,1,0,0,0,0,1,1,1,1,0,0,0,0
0,0,0,0,0.02816901408450704,0,1,0.10999999999999999,0.007039003000230788,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0.7042253521126761,1,1,0.76,0.5560812370182322,1,1,0,1,1,0,0,1,0,1,0,0,1,0
0,0,0,0,0.18309859154929578,1,0,0.010000000000000009,0.03254096468959151,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.8591549295774649,1,0,0.6799999999999999,0.5996999769213016,0,0,0,1,1,1,1,1,1,0,1,0,1,0
1,0,1,0,0.6619718309859155,0,1,0.27,0.24544195707362107,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0.8169014084507042,1,0,0.06,0.1702054004154166,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0.11267605633802817,1,1,0.5,0.06438956842834065,0,0,0,1,0,1,1,0,1,0,0,0,0,0
0,1,0,0,0.16901408450704225,1,1,0.72,0.13651050080775445,0,1,0,0,0,0,0,1,1,0,0,0,1,0
0,0,1,1,0.971830985915493,1,1,0.6200000000000001,0.6441264712670205,0,0,0,1,1,1,0,1,1,0,1,1,0,0
1,0,1,1,0.9859154929577465,1,0,0.73,0.7240941610893146,1,0,0,1,1,1,1,1,1,0,1,0,0,1
0,1,0,0,0.26760563380281693,1,0,0.53,0.15820447726748213,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1.0,1,1,0.6599999999999999,0.6977844449573044,1,0,0,1,0,1,1,1,1,0,1,0,0,0
0,0,1,1,0.4366197183098592,1,0,0.0,0.06865912762520195,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.5352112676056339,0,1,0.32,0.22997922917147476,0,0,0,0,0,1,0,1,1,0,0,0,1,0
1,1,1,1,0.8450704225352113,1,1,0.47000000000000003,0.45545811216247406,1,0,0,0,0,1,0,1,0,1,0,0,1,0
0,0,1,0,0.9154929577464789,1,1,0.8700000000000001,0.8210246942072467,1,1,0,0,1,1,0,1,1,0,0,1,0,0
1,0,1,1,0.971830985915493,1,0,0.6200000000000001,0.6460881606277405,1,0,0,1,1,1,1,1,0,0,1,0,1,0
1,0,1,1,0.9154929577464789,1,0,0.9100000000000001,0.8151396261250865,1,1,0,1,1,1,0,1,1,0,1,0,0,0
0,0,0,0,0.26760563380281693,1,1,0.33,0.1159704592660974,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0.07042253521126761,1,1,0.020000000000000018,0.009231479344564968,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.647887323943662,1,0,0.8200000000000001,0.5366951303946457,1,1,0,1,1,0,1,1,0,0,0,0,0,1
1,0,1,1,0.4507042253521127,1,0,0.06,0.09023771059312256,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0.15492957746478872,0,1,0.10999999999999999,0.038887606738979924,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0.4084507042253521,1,0,0.46,0.22051696284329567,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,1,0,0,0.47887323943661975,0,1,0.21000000000000002,0.1633971843987999,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0.3802816901408451,1,1,0.8800000000000001,0.3616432033233326,1,1,0,0,1,1,0,1,1,0,0,0,1,0
0,1,1,0,1.0,1,1,0.55,0.6128548349873066,1,0,0,0,0,1,0,1,1,0,1,1,0,0
0,0,1,0,0.943661971830986,1,0,0.07,0.18589891530117703,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,1,0.46478873239436624,1,1,0.98,0.4532656358181399,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,1,0.8450704225352113,1,1,0.81,0.691437802907916,1,1,0,0,1,0,0,1,1,0,0,0,1,0
0,0,0,0,0.07042253521126761,1,1,0.51,0.04811908608354489,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.0,1,0,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0.8450704225352113,1,1,0.78,0.6525501961689361,1,1,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,0,0.9577464788732395,1,1,0.08000000000000002,0.20136164320332334,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,1,0,0.7323943661971831,1,0,0.010000000000000009,0.11216247403646436,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,1
